creator,video_order,publish_date,title,content_type,views
The DoDo Men,15,2026-01-14,破世界紀錄高溫的死亡谷！？高溫下在路邊煮午餐會成功嗎？,旅遊,1192390
The DoDo Men,16,2026-01-21,葡萄牙行程讓IG粉絲操控！結果吃到外星人海鮮！？,旅遊,621161
The DoDo Men,17,2026-01-28,2025 尾牙獎金大決鬥！20萬超級大獎一人獨得！？,旅遊,641077
The DoDo Men,18,2026-02-04,Eric在美國華府被誤為間諜！？裴洛希親自參與臺灣國慶活動！,旅遊,566673
The DoDo Men,19,2026-02-08,跟倉儲職業級高手的開箱合作！從天堂到地獄的超猛倉儲競標！,雜談,1116886
The DoDo Men,20,2026-02-11,到瑞士跟世界冠軍學滑浪風帆！開箱超美的瑞士小鎮！,旅遊,366492
The DoDo Men,21,2026-02-25,偷偷把Ian送到日本自己過生日！？心有靈犀到嚇人的一趟驚喜旅程！,旅遊,1179874
The DoDo Men,22,2026-03-04,沙漠黃金城一夕變空城！百年廢墟現場太震撼...,旅遊,650718
The DoDo Men,23,2026-03-11,全美最宜居的城市生活有多爽！房價貴到離譜還是一堆人搶著住！？,旅遊,800004
The DoDo Men,24,2026-03-18,深入亞馬遜森林野外過夜！被不明生物咬到全身大過敏,旅遊,1132861
The DoDo Men,25,2026-03-22,80年從戰後重生的日本廣島！超美的日本三大景在這邊！,旅遊,692066
The DoDo Men,26,2026-03-25,開箱冷門巴西城市生活！飛20小時過去邀請當地人來台灣！,旅遊,1032678
The DoDo Men,27,2026-04-01,【荒島求生2】正式登場！這次我們能存活多久！？【愚人節特企】,旅遊,549142
The DoDo Men,28,2026-04-08,闖進大力士比賽扛270公斤拱門！？重訓不到半年真的做得到嗎？,運動,889044
The DoDo Men,29,2026-04-15,隨機抽一種食物吃100小時！體脂還可以掉2%？！,健康,444918
The DoDo Men,30,2026-04-22,到台灣高中第一志願教課！發現建中學生根本不唸書！？,教育,876865
The DoDo Men,31,2026-04-29,巴西必做的人生清單！6500萬人一起嗨到凌晨五點！,旅遊,902845
The DoDo Men,32,2026-05-06,一日職業男排的地獄特訓！打到雙手瘀青！,運動,322461
The DoDo Men,33,2026-05-13,員工設計超狂宜蘭私藏行程！贏家直接拿走萬元獎金！？,旅遊,700155
The DoDo Men,34,2026-05-20,Just DoDo It】Official Music Video,音樂,327643
The DoDo Men,35,2026-05-20,砸百萬自己出新歌拍MV！製作半年終於誕生！,音樂,348172
The DoDo Men,36,2026-05-27,美國領土卻不說英文的城市！？全世界最亮的藍眼淚在這！,旅遊,733467
The DoDo Men,37,2026-06-03,讓骰子來決定最終目的地！3天2夜的P人之旅！,旅遊,780824
The DoDo Men,38,2026-06-07,街頭隨機找路人聽我們全新單曲！偽裝怪阿伯路人嚇傻！？,雜談,205590
The DoDo Men,39,2026-06-10,沉船事故無數的百慕達三角洲！直闖最危險核心地帶！？,旅遊,752631
The DoDo Men,40,2026-06-17,前蘋果工程師開箱犀牛盾工廠！內行人才懂的秘密全公開！,科技,301218
啊岳啪啪走 RENATO,1,2025-04-29,(多明尼加 2) 台灣人闖入在斷交國觀光客不會去的地方！卻發現當地竟是兇案現場！｜Explorando lugares que los turistas no visitan en R.D,旅遊,262885
啊岳啪啪走 RENATO,2,2025-05-04,(多明尼加 3) 斷交國大逆襲！我帶外國人體驗台灣“特色”文化！結果最後她們全跪了！？｜Día de Taiwán en República Dominicana,旅遊,171090
啊岳啪啪走 RENATO,3,2025-05-15,(多明尼加 4) 不只小孩夭折、還被同事歧視、甚至連老公都只能週末才見！她遠嫁中美洲卻一個人在異鄉遭受巨大痛苦！為了愛離開台灣真的值得嗎？｜Taiwanesa dejó Taiwán por amor,旅遊,345560
啊岳啪啪走 RENATO,4,2025-05-21,"(波多黎各) 全美最爛的地方？高物價破設施堪比第三世界！你絕對不會想來的美國領土！｜Explorando Puerto Rico, un territorio estadounidense",旅遊,253351
啊岳啪啪走 RENATO,5,2025-05-30,(波多黎各 2) $20美金在美國領土竟吃不起正餐！這裡是全美最不值得去的地方？！當地居民全都想逃離這裡！｜Vivir un día con $20 dólares en EE.UU.,旅遊,139872
啊岳啪啪走 RENATO,6,2025-06-07,(巴拿馬) 跟觀眾出門玩卻在路上被警察攔！沒人會跟你介紹的拉丁美洲真面目！｜Me detuvieron los policías en Panamá.,旅遊,376879
啊岳啪啪走 RENATO,7,2025-06-14,(巴拿馬 2) 到處都是熟女的觀光景點對決完全沒觀光客的小鎮！哪個才是男人的夢幻旅遊行程？｜¿Cuál es el mejor tour para conocer Panamá?,旅遊,403734
啊岳啪啪走 RENATO,8,2025-06-24,(薩爾瓦多) 市中心街頭竟暗藏超多地下經濟！台南”老司機”帶我深入曾經最危險的中美洲國家！在當地生活的台灣人是如何從被黑幫控制的國家全身而退的呢？,旅遊,652801
啊岳啪啪走 RENATO,9,2025-07-09,(薩爾瓦多 2) 為了更好的生活而放棄中國國籍！23歲的天才少年是如何成為第一代移民的？為什麼早期的台灣人都要來這個中美洲國家淘金？,旅遊,312259
啊岳啪啪走 RENATO,10,2025-07-19,(薩爾瓦多 3) 媽媽帶女兒嗨翻猛男酒吧！兒子帶我去撒錢！我在海外遇過最台最ㄎㄧㄤ的一家人！台灣人竟靠才藝改變整個村莊命運？！,旅遊,497949
啊岳啪啪走 RENATO,11,2025-07-30,(宏都拉斯) 前進中美洲最危險的國家！結果第二天就直接破防進醫院...,旅遊,457508
啊岳啪啪走 RENATO,12,2025-08-06,(宏都拉斯 2) 海外看牙醫看到隔天直接跟醫生全家出門黑皮！我在中美洲最危險的國家卻遇到最熱情的人！,旅遊,183081
啊岳啪啪走 RENATO,13,2025-08-16,(尼加拉瓜) 台灣砸錢幫他們蓋總統府！滿街台商投資卻照樣被「二度斷交」！深入滿街都是童工的中美洲暗黑國度！,旅遊,506229
啊岳啪啪走 RENATO,14,2025-08-31,(哥斯大黎加) 台灣女孩淚灑異鄉一肩扛起母職養大弟弟！無私的奉獻最後卻換來弟弟在街頭被當地人痛毆！台灣人在中美洲唸醫學院所要付出的代價連我都不敢想像...,旅遊,358965
啊岳啪啪走 RENATO,15,2025-09-07,(哥斯大黎加 2) 拉丁美洲大學生真的比亞洲學生還奔放還瘋狂？揭露拉丁學生妹私底下不為人知的瘋狂行徑！！,旅遊,201910
啊岳啪啪走 RENATO,16,2025-09-15,(古巴) 薪水低到需要出賣身體才買得起一隻雞！當地人卻對台灣遊客超熱情！揭開美洲唯一的社會主義國家真實生活！,旅遊,1271377
啊岳啪啪走 RENATO,17,2025-09-28,(古巴2) 一時貪心誤闖非法黑市！揭開社會主義國家不敢讓你知道的真相！當地人為了生存，非法勾當也得從事！？,旅遊,418844
啊岳啪啪走 RENATO,18,2025-10-07,(古巴 3) 連最基本的生活條件都被政府牢牢掌控！共產國家的人民生活真的幸福嗎？當地人對遊客的笑容究竟是真誠的歡迎，還是絕望的偽裝？,旅遊,262775
啊岳啪啪走 RENATO,19,2025-10-21,(波利維亞) 深入沒什麼人來的拉美國家！當地原住民傳統嚇死我這個亞洲人！,旅遊,238881
啊岳啪啪走 RENATO,20,2025-11-12,(玻利維亞 2) 在地正妹免費陪我玩一整天！最後竟帶我去搶劫率最高的地區！為什麼當地年輕人想離開這個國家？,旅遊,266213
啊岳啪啪走 RENATO,21,2025-11-26,(波利維亞 3) 大學生瞞著父母私下偷接客卻牽扯巨大風險！驚人內幕讓我差點不敢繼續拍下去！揭露南美洲年輕人不為人知的一面！,旅遊,275453
啊岳啪啪走 RENATO,22,2025-12-03,(玻利維亞 4) 愛上這個南美國家的真正原因？當地人的熱情程度直接把我這個亞洲來的遊客嚇到懷疑人生！,旅遊,233457
啊岳啪啪走 RENATO,23,2025-12-19,(玻利維亞 5) 台灣人在這裡太吃香了！旅程中出現我完全沒預料到的事…害我都不想離開了,旅遊,262786
啊岳啪啪走 RENATO,24,2025-12-28,烏拉圭) 全南美犯罪率最低、物價最高的國家！號稱「南美洲小瑞士」的天堂國度台灣人卻幾乎不認識！住在這裡真的爽嗎？值不值得移民退休？,旅遊,321883
啊岳啪啪走 RENATO,25,2026-01-08,(重慶) 台灣遊客第一次在中國街頭被騙？！素有「8D魔幻山城」之稱的現代化城市，背後卻是陷阱重重...！,旅遊,327375
啊岳啪啪走 RENATO,26,2026-01-17,(瑞典) 全球福利最好國家！？480天帶薪育嬰假、失業照樣月領80%薪水！為什麼當地美女還嫌棄，想移民去亞洲？,旅遊,220299
啊岳啪啪走 RENATO,27,2026-01-24,(愛沙尼亞) 幾乎沒人去過的歐洲小富國！滿街名模，一下飛機我就想移民！台灣人不只可以線上在歐洲創業當老闆，還能用10萬美金在當地買到「六房公寓」！？,旅遊,588037
啊岳啪啪走 RENATO,28,2026-01-31,(重慶 2) 4天3夜全包竟不到台幣 5000！？我親身體驗中國低價旅遊團的黑暗真相！這趟旅程一點都不單純...,旅遊,683598
啊岳啪啪走 RENATO,29,2026-02-06,(拉脫維亞) 女多男少的天堂？直擊男女比例失衡的歐洲國家！台灣男生在這裡真的比較容易脫單嗎？！只要有錢就能隨便約？,旅遊,226219
啊岳啪啪走 RENATO,30,2026-02-14,(越南) 東南亞「地下特殊服務」真相曝光！ 深入直擊男人的天堂！為什麼男人來一次就上癮？,旅遊,909338
啊岳啪啪走 RENATO,31,2026-02-25,(立陶宛) 探索「最友台的歐洲國家」！當地年輕人竟然都超早熟！12歲就談戀愛？！好想移民這裡啊～,旅遊,196249
啊岳啪啪走 RENATO,32,2026-03-08,(波蘭) 揭開這個國家最脆弱的一面…人性到底是本善還本惡？,旅遊,136757
啊岳啪啪走 RENATO,33,2026-03-17,台灣人最愛的夢幻歐洲國家，卻是當地美女最想逃離的地獄？！華人臉孔在這裡竟然超受歡迎！,旅遊,531263
啊岳啪啪走 RENATO,34,2026-03-31,(秘魯) 單親媽媽用25美金在沒有遊客敢去的「最危險貧民區」蓋起一個家！20年來每天通勤5小時上下班的真相令我心碎... 這一次換我回來報恩！,旅遊,271916
啊岳啪啪走 RENATO,35,2026-04-12,(巴西) 想親誰就親誰！闖入全球玩最開的街頭派對！百萬人街頭狂歡的背後竟是各種瘋狂又脫序的行為！？,旅遊,500792
啊岳啪啪走 RENATO,36,2026-04-27,沒有觀光客會來的南美鄉下！當地人的生活離譜到像另一個世界！看完沒刷新三觀我跟你姓！,旅遊,430750
啊岳啪啪走 RENATO,37,2026-05-16,(巴西2) 深入探索被熱情包裝的危險城市！觀光景點發生搶劫，警察也束手無策？！連Uber司機都得帶武器防身的地方真的值得來旅遊嗎？,旅遊,191965
啊岳啪啪走 RENATO,38,2026-05-29,(巴西3) 我在當地搭地鐵卻遭人辱罵！揭開拉美最大日裔社群最真實的一面！,旅遊,171117
啊岳啪啪走 RENATO,39,2026-06-10,再次回來印度！但這次的印度跟我印象中的印度完全不一樣...我飛越半個地球揭開這個國家沒人會介紹的一面！,旅遊,181623
啊岳啪啪走 RENATO,40,2026-06-16,原來印度有錢人的婚禮長這樣？！我這輩子看過最誇張的婚禮現場...,旅遊,137190
多米多羅,1,2025-10-10,日本美食廣告不實?軟嫩多汁警察出動!!!,美食,271221
多米多羅,2,2025-10-17,關於我在日本洗泡泡浴被騙錢的故事,雜談,615969
多米多羅,3,2025-10-24,拜託放過我吧！公開騷擾私訊！,雜談,170616
多米多羅,4,2025-10-25,Andy老師跟公車司機打人跟閃兵藝人由我來拯救!,雜談,169525
多米多羅,5,2025-10-31,網紅出的書都騙錢!?公審各大油土伯的作品!!,雜談,823891
多米多羅,6,2025-11-07,不忍了!跟知名饒舌歌手宣戰!‪@gummybbbb‬,雜談,270185
多米多羅,7,2025-11-14,台灣女僕咖啡廳開在東京⁈日文警察出動！,旅遊,326149
多米多羅,8,2025-11-21,網路酸民突擊走鐘獎典禮!遇到大咖網紅卻變俗辣!?,雜談,444963
多米多羅,9,2025-11-28,網紅出書難看到哭!? 公審油土伯們的著作2！,雜談,720438
多米多羅,10,2025-12-05,台灣人最愛的東京美食根本難吃？日本網紅實際走訪排爆名店！,美食,425676
多米多羅,11,2025-12-06,台灣的中國小紅書用戶由我來拯救！,雜談,185483
多米多羅,12,2025-12-12,單獨闖進東京最恐靈異景點!結果真的出現了⁈,旅遊,143189
多米多羅,13,2025-12-19,日本人受不了台灣？台媒亂用日文引發國際笑話！國際典禮大翻車現場曝光！,雜談,252728
多米多羅,14,2025-12-26,去動漫餐廳結果被當盤子？公審日本四家爆紅動漫餐廳！咒術迴戰 吉伊卡哇 藍色監獄 新世紀福音戰士,美食,272251
多米多羅,15,2026-01-02,為什麼Threads上的台灣人這麼自卑?到底有什麼毛病啊!,雜談,447368
多米多羅,16,2026-01-09,臭宅男第一次開車會出事嗎?獨旅拜訪住東京七年才知道的最深度景點!,旅遊,177430
多米多羅,17,2026-01-10,被嘲笑的李多慧跟韓國啦啦隊由我來拯救!!薩泰爾又出事⁈,雜談,256859
多米多羅,18,2026-01-16,在日本念大學四年 我沒有任何朋友,雜談,324432
多米多羅,19,2026-01-23,Threads上的台灣人根本丟臉?日文警察出動!!,雜談,230041
多米多羅,20,2026-01-30,台灣網紅推薦的東京美食真的好吃嗎？公審外國觀光客爆排店！,美食,468018
多米多羅,21,2026-02-06,難看到大炎上!?盤點 5 部讓漫畫迷崩潰的糞作!,漫畫,301227
多米多羅,22,2026-02-13,台灣人去中國人禁止店會被趕出去嗎?突襲小粉紅討厭的東京餐廳!!!,美食,414109
多米多羅,23,2026-02-20,人氣網紅在IG被粉絲騷擾 QA辛酸場面曝光,雜談,258520
多米多羅,24,2026-02-27,日本觀光地怎麼這麼多台灣人啊！到底有什麼毛病啊！,旅遊,249577
多米多羅,25,2026-03-06,人氣網紅開的飲料店真的好喝嗎?公審toyz、滴妹、丁特手搖店!,雜談,358107
多米多羅,26,2026-03-13,人氣網紅出書內容超沒營養？公審明星油土伯的作品3！,雜談,710653
多米多羅,27,2026-03-20,東京最大的魚市場淪為宰觀光客區？實際走訪被罵爆的築地場外市場！,旅遊,299407
多米多羅,28,2026-03-27,台灣大企業糟蹋動漫產業⁉︎日文警察出動！,漫畫,250353
多米多羅,29,2026-04-03,蔡阿嘎推薦日本景點超爛!?跟著人氣網紅一起玩東京!!,旅遊,407882
多米多羅,30,2026-04-10,日本網美推薦甜點根本騙錢?實際品嘗東京超貴蛋糕!!,美食,231338
多米多羅,31,2026-04-17,"網紅出書藏犯罪證據!?公審知名油土伯的作品4!!（Toyz,Joeman,篠崎泫）",雜談,592985
多米多羅,32,2026-04-24,日本網紅第一次吃中國零食 畫面失控直呼噁心!?,美食,384498
多米多羅,33,2026-05-01,蔡阿嘎推薦東京景點大翻車!?跟著人氣網紅玩爆日本!!,旅遊,464760
多米多羅,34,2026-05-08,這真的能吃嗎?突擊東京大炎上的奇怪拉麵!!!,美食,200989
多米多羅,35,2026-05-15,網紅出漫畫難看到爆!?公審超尷尬人氣作品!!!,漫畫,317173
多米多羅,36,2026-05-22,【炎上】連日本人都在罵!?突擊把中國遊客當盤子宰的和牛漢堡店！,美食,299447
多米多羅,37,2026-05-29,突擊人氣網紅的地盤遇到本人!!! 油土伯開的餐廳好不好吃?（蔡阿嘎、peeta葛格、這群人、陪沈團）,美食,451228
多米多羅,38,2026-06-05,黃山料的書根本史上最難看!?公審台灣最暢銷作家的大騙局!!,雜談,2358469
多米多羅,39,2026-06-12,突襲日本最雷自助餐!?只有屁孩會去的店!!!(三十萬訂閱感言),美食,393288
多米多羅,40,2026-06-19,【炎上】蔡阿嘎終於不忍了!?拍片開噴多米多羅?(東京旅遊書之戰),旅遊,432450
